,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemod/Add,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,SalePrice,MSZoning_mean_enc,LotShape_mean_enc,LandContour_mean_enc,LotConfig_mean_enc,Neighborhood_mean_enc,Condition1_mean_enc,Condition2_mean_enc,BldgType_mean_enc,HouseStyle_mean_enc,RoofStyle_mean_enc,RoofMatl_mean_enc,Exterior1st_mean_enc,Exterior2nd_mean_enc,MasVnrType_mean_enc,ExterQual_mean_enc,ExterCond_mean_enc,Foundation_mean_enc,BsmtQual_mean_enc,BsmtCond_mean_enc,BsmtExposure_mean_enc,BsmtFinType1_mean_enc,BsmtFinType2_mean_enc,HeatingQC_mean_enc,CentralAir_mean_enc,Electrical_mean_enc,KitchenQual_mean_enc,Functional_mean_enc,GarageType_mean_enc,GarageFinish_mean_enc,GarageQual_mean_enc,GarageCond_mean_enc,PavedDrive_mean_enc,SaleType_mean_enc,TotalIndoorSF,TotalIndoorSF_squared,TotalIndoorSF_sqrt,TotalOutdoorSF,RenoYr_x_YrBuilt,OverallQual_x_Cond,OverallQual_x_IndoorSF,OverallQual_squared,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BsmtQual_Ex,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,KitchenQual_Ex,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA
453,69.05520046484602,12250,5,6,1978,1978,180.0,781.0,83.0,864.0,1174,0,1174,1.0,1,0,3,5,0,1978.0,2.0,528.0,211,0,280,0,158000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,202497.21666666667,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,202537.58217592593,184021.85823336968,189377.57055214723,164368.0170648464,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4076.0,16613776.0,63.84355879804947,491,3912484,30,20380.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
454,69.05520046484602,2403,7,5,2003,2003,0.0,244.0,286.0,530.0,530,550,1080,0.0,2,1,2,4,0,2003.0,2.0,496.0,0,50,0,0,147110,218618.31683168316,211848.67052023122,178998.5648399349,174703.6,227183.9,185007.3101301641,181382.07555555555,198312.37267080744,206408.96321070235,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3220.0,10368400.0,56.74504383644443,50,4012009,35,22540.0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
455,50.0,8600,6,6,1937,1950,0.0,0.0,780.0,780.0,780,596,1376,0.0,2,0,3,7,1,1937.0,1.0,198.0,0,0,0,0,119500,129119.14240506329,162925.81235521234,142868.775,177537.01463739187,101103.1884057971,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,104562.82781456954,174912.25154407637,4312.0,18593344.0,65.66582063752801,0,3777150,36,25872.0,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
456,60.0,13680,5,6,1940,1950,0.0,728.0,112.0,840.0,840,727,1567,1.0,1,1,2,6,2,1961.0,2.0,440.0,0,21,150,0,205000,191235.16458072592,162925.81235521234,262353.37647058826,177537.01463739187,205901.21126760563,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,164368.0170648464,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,139501.60744985673,150424.57142857142,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4814.0,23174596.0,69.38299503480663,171,3783000,30,24070.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
458,39.0,5389,8,5,1995,1996,0.0,1180.0,415.0,1595.0,1616,0,1616,1.0,2,0,2,5,1,1995.0,2.0,608.0,237,152,0,0,236500,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,329675.7368421053,185007.3101301641,181382.07555555555,198312.37267080744,179809.19452313503,171264.25324274244,180849.19703703703,243429.0888888889,239540.2,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,6422.0,41242084.0,80.1373820385967,389,3982020,40,51376.0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
459,60.0,10890,5,5,1938,1950,0.0,930.0,128.0,1058.0,1058,493,1551,1.0,2,0,3,6,0,1938.0,1.0,240.0,0,0,0,0,137000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,134758.875,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,107752.16666666667,184021.85823336968,164533.53248693055,153266.92156862744,185221.2841623785,138986.70519262983,187441.50366492147,187770.38222698073,101334.9574468085,183954.74934725848,132132.94776119402,140718.148409894,116184.89024390244,188211.90096359744,188792.16389038152,174912.25154407637,5218.0,27227524.0,72.2357252334328,0,3779100,25,26090.0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
460,68.0,9768,5,5,1955,1955,0.0,100.0,613.0,960.0,960,0,960,1.0,1,0,2,5,0,1955.0,1.0,330.0,0,70,0,0,122000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,143263.3825136612,188567.14285714287,160174.00940438872,187441.50366492147,187770.38222698073,139501.60744985673,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3593.0,12909649.0,59.941638282582836,70,3822025,25,17965.0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
461,73.0,8993,7,5,2007,2007,0.0,0.0,1302.0,1302.0,1302,0,1302,0.0,2,0,3,6,0,2007.0,2.0,436.0,0,22,0,0,176485,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,189228.3879310345,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,206262.45138888888,166155.25704809287,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,279021.05625,5208.0,27123264.0,72.16647421067486,22,4028049,35,36456.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
462,50.0,11672,5,5,1925,1950,0.0,0.0,816.0,816.0,816,0,816,0.0,1,0,2,4,0,1925.0,1.0,210.0,168,0,112,0,109000,191235.16458072592,233954.74545454545,178998.5648399349,177537.01463739187,127022.69736842105,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,138986.70519262983,187441.50366492147,122565.15714285715,139501.60744985673,183954.74934725848,132132.94776119402,140718.148409894,116184.89024390244,107387.9574468085,104562.82781456954,174912.25154407637,3264.0,10653696.0,57.1314274283428,280,3753750,25,16320.0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
463,69.05520046484602,9763,7,5,1998,1998,239.0,1102.0,328.0,1502.0,1502,0,1502,1.0,1,1,1,5,1,1998.0,1.0,286.0,0,0,0,0,330000,129119.14240506329,211848.67052023122,178998.5648399349,177537.01463739187,280000.0,185007.3101301641,181382.07555555555,198312.37267080744,179809.19452313503,171264.25324274244,180849.19703703703,142940.88768115942,145654.3969465649,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,237597.24552845527,188567.14285714287,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5936.0,35236096.0,77.0454411370329,0,3992004,35,41552.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
464,56.0,9836,6,5,2008,2008,0.0,96.0,96.0,192.0,1133,0,1133,1.0,1,0,3,7,0,2008.0,1.0,308.0,0,175,0,0,143000,129119.14240506329,162925.81235521234,142868.775,177537.01463739187,125276.30061349693,128765.0,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,143270.97834803528,185258.20247469065,227676.4838012959,139988.4611048478,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,160174.00940438872,100575.0780141844,187770.38222698073,139501.60744985673,183954.74934725848,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,2650.0,7022500.0,51.478150704935004,175,4032064,30,15900.0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
465,89.0,10557,9,5,1998,1998,422.0,672.0,736.0,1408.0,1671,1407,3078,1.0,2,1,4,9,1,1998.0,3.0,806.0,108,87,0,0,410000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,316294.125,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,329506.6195652174,184021.85823336968,271610.5665024631,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,8972.0,80496784.0,94.72064188971694,195,3992004,45,80748.0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
466,70.0,8462,6,5,1994,1994,105.0,814.0,114.0,928.0,936,785,1721,0.0,2,1,3,7,0,1994.0,2.0,471.0,300,87,0,0,201000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,187760.16091954024,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,230802.4849354376,167623.02325581395,227676.4838012959,202537.58217592593,223969.55056179775,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5298.0,28068804.0,72.78736154031138,387,3976036,30,31788.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
467,60.0,10818,4,4,1910,1950,0.0,0.0,1077.0,1077.0,981,779,1760,0.0,1,1,4,7,1,1935.0,2.0,648.0,120,0,96,0,80000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,125276.30061349693,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,107752.16666666667,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,138986.70519262983,187441.50366492147,122565.15714285715,139501.60744985673,183954.74934725848,132132.94776119402,140718.148409894,116184.89024390244,188211.90096359744,188792.16389038152,133574.52380952382,5674.0,32194276.0,75.32595834106593,216,3724500,16,22696.0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
468,61.0,7259,6,8,1945,2002,0.0,774.0,104.0,1028.0,1436,884,2320,1.0,2,1,3,9,1,1945.0,1.0,180.0,224,0,0,0,259500,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,205901.21126760563,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,138208.33333333334,180849.19703703703,142940.88768115942,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,164368.0170648464,162284.58333333334,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,6546.0,42850116.0,80.90735442467513,224,3893890,48,39276.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
469,69.05520046484602,11800,7,5,2003,2004,94.0,766.0,356.0,1122.0,1146,1340,2486,1.0,3,1,5,10,1,2003.0,2.0,452.0,143,32,0,0,279900,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,241051.35416666666,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,271610.5665024631,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,247883.52272727274,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,7216.0,52070656.0,84.94704232638121,175,4014012,35,50512.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
470,75.0,7500,5,7,1959,1994,0.0,340.0,0.0,1246.0,1246,0,1246,1.0,1,1,3,6,0,1959.0,1.0,305.0,218,0,0,0,154000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,145905.81612903226,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,193055.09375,187992.64705882352,153679.27586206896,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,153266.92156862744,164538.75,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4078.0,16630084.0,63.85922016435841,218,3906246,35,20390.0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
471,69.05520046484602,159000,6,7,1958,2006,472.0,697.0,747.0,1444.0,1444,700,2144,0.0,2,0,4,7,2,1958.0,2.0,389.0,0,98,0,0,277000,191235.16458072592,233954.74545454545,199313.11627906977,230744.35877862596,217490.07407407407,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,142940.88768115942,160836.88,144515.6923076923,230802.4849354376,185258.20247469065,148415.5307068366,202537.58217592593,184021.85823336968,271610.5665024631,143263.3825136612,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,7176.0,51494976.0,84.71127433818948,98,3927748,42,43056.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
472,62.0,6488,5,5,1942,1950,0.0,230.0,569.0,799.0,799,351,1150,0.0,1,0,3,6,2,1942.0,1.0,215.0,264,0,0,0,128000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,130493.46853146853,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,193055.09375,145654.3969465649,153679.27586206896,143270.97834803528,185258.20247469065,129050.19004524886,139988.4611048478,184021.85823336968,164533.53248693055,153266.92156862744,185221.2841623785,216027.6075117371,100575.0780141844,122565.15714285715,139501.60744985673,148108.72413793104,247883.52272727274,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3898.0,15194404.0,62.433965115151864,264,3786900,25,19490.0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
473,110.0,14230,8,5,2007,2007,640.0,0.0,1566.0,1566.0,1600,0,1600,0.0,2,0,3,7,1,2007.0,3.0,890.0,0,56,0,0,256300,191235.16458072592,162925.81235521234,178998.5648399349,180629.591954023,322831.3524590164,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,263714.70238095237,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,6332.0,40094224.0,79.57386505631105,56,4028049,40,50656.0,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
474,110.0,7810,4,6,1930,2003,0.0,189.0,741.0,930.0,1230,525,1755,0.0,2,0,4,7,1,1930.0,1.0,231.0,0,40,0,0,188000,191235.16458072592,211848.67052023122,262353.37647058826,177537.01463739187,205901.21126760563,185007.3101301641,181382.07555555555,185275.68588235293,136480.09174311926,171264.25324274244,180849.19703703703,103183.33333333333,239540.2,153679.27586206896,143270.97834803528,167623.02325581395,129050.19004524886,139988.4611048478,223969.55056179775,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,132132.94776119402,140718.148409894,116184.89024390244,188211.90096359744,188792.16389038152,174912.25154407637,5370.0,28836900.0,73.28028384224504,40,3865790,24,21480.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
475,85.0,14331,8,5,2002,2002,630.0,1274.0,526.0,1800.0,1800,0,1800,1.0,2,0,3,7,1,2002.0,3.0,765.0,270,78,0,0,312500,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,241051.35416666666,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,329506.6195652174,184021.85823336968,271610.5665024631,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,7200.0,51840000.0,84.8528137423857,348,4008004,40,57600.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
476,30.0,3182,7,5,2004,2005,0.0,0.0,600.0,600.0,600,600,1200,0.0,2,1,2,4,0,2004.0,2.0,480.0,0,172,0,0,151000,218618.31683168316,162925.81235521234,178998.5648399349,177537.01463739187,227183.9,185007.3101301641,181382.07555555555,198312.37267080744,206408.96321070235,171264.25324274244,180849.19703703703,154402.0483383686,155978.63580246913,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,166155.25704809287,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,132132.94776119402,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,3600.0,12960000.0,60.0,172,4018020,35,25200.0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
477,24.0,1920,5,5,1971,1971,376.0,471.0,294.0,765.0,765,600,1365,1.0,1,1,2,6,0,1971.0,2.0,440.0,240,36,0,0,122500,129119.14240506329,162925.81235521234,178998.5648399349,177537.01463739187,103371.05263157895,185007.3101301641,181382.07555555555,198312.37267080744,206408.96321070235,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,184021.85823336968,164533.53248693055,164368.0170648464,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,139501.60744985673,154429.7619047619,132132.94776119402,140718.148409894,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4260.0,18147600.0,65.26867548832288,276,3884841,25,21300.0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
478,68.0,10110,6,5,2003,2003,0.0,80.0,200.0,835.0,835,861,1696,1.0,2,1,3,7,0,2003.0,2.0,542.0,143,66,0,0,188000,191235.16458072592,162925.81235521234,178998.5648399349,177537.01463739187,187760.16091954024,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,189377.57055214723,237597.24552845527,188567.14285714287,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,4507.0,20313049.0,67.1341939699882,209,4012009,30,27042.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
479,91.0,10984,7,5,2005,2006,0.0,0.0,945.0,945.0,945,864,1809,0.0,2,1,3,8,0,2005.0,2.0,638.0,144,54,0,0,209700,191235.16458072592,211848.67052023122,178998.5648399349,180629.591954023,202497.21666666667,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,153679.27586206896,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,271610.5665024631,166155.25704809287,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,279021.05625,5508.0,30338064.0,74.21590126111789,198,4022030,35,38556.0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
480,85.0,14082,8,5,2006,2006,945.0,1558.0,662.0,2220.0,2234,0,2234,1.0,1,1,1,7,1,2006.0,2.0,724.0,390,80,0,0,441929,191235.16458072592,211848.67052023122,262353.37647058826,177537.01463739187,329675.7368421053,185007.3101301641,181382.07555555555,185275.68588235293,179809.19452313503,224366.6549118388,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,329506.6195652174,223969.55056179775,271610.5665024631,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,8908.0,79352464.0,94.38220171197534,470,4024036,40,71264.0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
481,50.0,8480,6,5,1993,1994,120.0,602.0,284.0,886.0,886,794,1680,0.0,2,1,3,7,0,1993.0,2.0,474.0,144,96,0,0,163000,191235.16458072592,211848.67052023122,178998.5648399349,177537.01463739187,187760.16091954024,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,164533.53248693055,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,204792.03626943004,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5132.0,26337424.0,71.63797875428926,240,3974042,30,30792.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
482,69.05520046484602,12205,6,8,1966,2007,157.0,568.0,264.0,832.0,976,1111,2087,0.0,2,1,5,9,0,1966.0,2.0,444.0,133,168,0,0,187500,191235.16458072592,211848.67052023122,199313.11627906977,177537.01463739187,217490.07407407407,185007.3101301641,181382.07555555555,185275.68588235293,206408.96321070235,171264.25324274244,180849.19703703703,159582.47333333333,160836.88,212161.4365079365,143270.97834803528,185258.20247469065,148415.5307068366,139988.4611048478,118629.07692307692,271610.5665024631,153266.92156862744,185221.2841623785,160174.00940438872,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5838.0,34082244.0,76.40680597957227,301,3945762,48,35028.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
483,90.0,15750,8,5,1999,2000,260.0,1246.0,216.0,1462.0,1513,0,1513,1.0,2,0,2,5,1,1999.0,2.0,521.0,135,34,0,0,220000,191235.16458072592,162925.81235521234,178998.5648399349,198600.0,202497.21666666667,143223.60550458715,181382.07555555555,185275.68588235293,179809.19452313503,171264.25324274244,180849.19703703703,218174.08287292818,217798.6851595007,212161.4365079365,230802.4849354376,185258.20247469065,227676.4838012959,202537.58217592593,184021.85823336968,271610.5665024631,237597.24552845527,185221.2841623785,216027.6075117371,187441.50366492147,187770.38222698073,211629.4516129032,183954.74934725848,205040.19538334708,239800.66404715128,188312.70032751092,188211.90096359744,188792.16389038152,174912.25154407637,5950.0,35402500.0,77.13624310270757,169,3998000,40,47600.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
